Event_ID,Product_ID,Submission_ID,Lifecycle_Stage,Stage_Order,Stage_Start_Date,Stage_End_Date,Stage_Duration_Days,Event_Status
1073018,100947,528837,Submission Preparation,2,2022-07-02,2022-08-20,49.3,Completed
1073019,100947,528837,Regulatory Submission,3,2022-08-20,2022-09-02,13.3,Completed
1073020,100947,528837,Regulatory Review,4,2022-09-02,2022-12-10,99.2,Completed
1073021,100947,528837,Approval,5,2022-12-11,2022-12-25,14.0,In Progress
1073022,100947,528837,Post-Market Monitoring,6,2022-12-25,2023-03-17,82.8,In Progress
1073023,107286,528838,Development,1,2023-02-27,2023-06-27,120.0,Completed
1073024,107286,528838,Submission Preparation,2,2023-06-27,2023-08-04,38.6,Completed
1073025,107286,528838,Regulatory Submission,3,2023-08-04,2023-08-13,9.5,Completed
1073026,107286,528838,Regulatory Review,4,2023-08-14,2023-11-27,105.0,Completed
1073027,107286,528838,Approval,5,2023-11-27,2023-12-16,19.0,Completed
1073028,107286,528838,Post-Market Monitoring,6,2023-12-16,2024-03-25,100.2,Completed
1073029,106020,528839,Development,1,2024-01-19,2024-05-18,120.2,Completed
1073030,106020,528839,Submission Preparation,2,2024-05-18,2024-07-08,51.2,Completed
1073031,106020,528839,Regulatory Submission,3,2024-07-08,2024-07-15,7.5,Completed
1073032,106020,528839,Regulatory Review,4,2024-07-15,2024-09-16,63.5,Completed
1073033,106020,528839,Approval,5,2024-09-17,2024-09-22,5.9,In Progress
1073034,106020,528839,Post-Market Monitoring,6,2024-09-23,2024-12-19,87.2,In Progress
1073035,101159,528840,Development,1,2024-10-20,2025-01-30,102.3,Completed
1073036,101159,528840,Submission Preparation,2,2025-01-30,2025-03-13,42.5,Completed
1073037,101159,528840,Regulatory Submission,3,2025-03-13,2025-03-31,18.2,Completed
1073038,101159,528840,Regulatory Review,4,2025-04-01,2025-05-18,47.9,Completed
1073039,101159,528840,Approval,5,2025-05-18,2025-05-21,3.7,Completed
1073040,101159,528840,Post-Market Monitoring,6,2025-05-22,2025-08-05,75.2,Completed
1073041,108710,528841,Development,1,2022-08-11,2022-12-18,129.6,Completed
1073042,108710,528841,Submission Preparation,2,2022-12-18,2023-01-27,40.0,Completed
1073043,108710,528841,Regulatory Submission,3,2023-01-27,2023-02-09,13.6,Completed
1073044,108710,528841,Regulatory Review,4,2023-02-10,2023-05-10,89.5,Completed
1073045,108710,528841,Approval,5,2023-05-10,2023-05-27,17.2,Completed
1073046,108710,528841,Post-Market Monitoring,6,2023-05-27,2023-08-15,80.3,Completed
1073047,109307,528842,Development,1,2023-02-18,2023-06-27,129.8,Completed
1073048,109307,528842,Submission Preparation,2,2023-06-27,2023-08-01,35.3,Completed
1073049,109307,528842,Regulatory Submission,3,2023-08-02,2023-08-16,14.7,Completed
1073050,109307,528842,Regulatory Review,4,2023-08-16,2023-11-16,92.8,Completed
1073051,109307,528842,Approval,5,2023-11-17,2023-12-07,20.1,In Progress
1073052,109307,528842,Post-Market Monitoring,6,2023-12-07,2024-04-02,117.6,In Progress
1073053,108963,528843,Development,1,2023-02-17,2023-07-27,160.4,Completed
1073054,108963,528843,Submission Preparation,2,2023-07-27,2023-09-15,50.0,Completed
1073055,108963,528843,Regulatory Submission,3,2023-09-15,2023-09-27,12.7,Completed
1073056,108963,528843,Regulatory Review,4,2023-09-28,2024-01-11,105.9,Completed
1073057,108963,528843,Approval,5,2024-01-12,2024-01-24,12.8,In Progress
1073058,108963,528843,Post-Market Monitoring,6,2024-01-24,2024-05-06,103.1,In Progress
1073059,102347,528844,Development,1,2023-01-01,2023-05-02,121.8,Completed
1073060,102347,528844,Submission Preparation,2,2023-05-02,2023-06-15,44.3,Completed
1073061,102347,528844,Regulatory Submission,3,2023-06-16,2023-06-19,3.7,Completed
1073062,102347,528844,Regulatory Review,4,2023-06-19,2023-09-18,91.5,Completed
1073063,102347,528844,Approval,5,2023-09-19,2023-10-03,14.2,Completed
1073064,102347,528844,Post-Market Monitoring,6,2023-10-03,2023-12-25,83.1,Completed
1073065,100486,528845,Development,1,2022-12-24,2023-05-26,153.5,Completed
1073066,100486,528845,Submission Preparation,2,2023-05-26,2023-07-27,62.5,Completed
1073067,100486,528845,Regulatory Submission,3,2023-07-28,2023-08-06,9.3,Completed
1073068,100486,528845,Regulatory Review,4,2023-08-06,2023-11-10,96.1,Completed
1073069,100486,528845,Approval,5,2023-11-10,2023-12-01,21.3,Completed
1073070,100486,528845,Post-Market Monitoring,6,2023-12-01,2024-04-14,135.8,Completed
1073071,109339,528846,Development,1,2023-07-10,2023-12-13,156.7,Completed
1073072,109339,528846,Submission Preparation,2,2023-12-13,2024-01-17,35.6,Completed
1073073,109339,528846,Regulatory Submission,3,2024-01-18,2024-01-29,11.9,Completed
1073074,109339,528846,Regulatory Review,4,2024-01-30,2024-04-10,71.7,Completed
1073075,109339,528846,Approval,5,2024-04-10,2024-04-23,13.6,In Progress
1073076,109339,528846,Post-Market Monitoring,6,2024-04-24,2024-07-09,76.2,In Progress
1073077,114456,528847,Development,1,2024-07-31,2024-11-05,97.2,Completed
1073078,114456,528847,Submission Preparation,2,2024-11-05,2024-12-10,35.7,Completed
1073079,114456,528847,Regulatory Submission,3,2024-12-10,2024-12-24,14.8,Completed
1073080,114456,528847,Regulatory Review,4,2024-12-25,2025-03-19,84.2,Completed
1073081,114456,528847,Approval,5,2025-03-19,2025-04-03,15.4,Completed
1073082,114456,528847,Post-Market Monitoring,6,2025-04-04,2025-07-11,98.5,Completed
1073083,107692,528848,Development,1,2023-06-25,2023-10-18,115.4,Completed
1073084,107692,528848,Submission Preparation,2,2023-10-18,2023-12-03,46.2,Completed
1073085,107692,528848,Regulatory Submission,3,2023-12-03,2023-12-20,17.6,Completed
1073086,107692,528848,Regulatory Review,4,2023-12-21,2024-02-26,67.1,Completed
1073087,107692,528848,Approval,5,2024-02-26,2024-03-16,19.8,In Progress
1073088,107692,528848,Post-Market Monitoring,6,2024-03-17,2024-07-01,106.7,In Progress
1073089,111168,528849,Development,1,2023-04-25,2023-08-20,117.7,Completed
1073090,111168,528849,Submission Preparation,2,2023-08-20,2023-09-27,38.4,Completed
1073091,111168,528849,Regulatory Submission,3,2023-09-28,2023-10-14,16.5,Completed
1073092,111168,528849,Regulatory Review,4,2023-10-14,2023-12-29,76.1,Completed
1073093,111168,528849,Approval,5,2023-12-29,2024-01-13,15.8,In Progress
1073094,111168,528849,Post-Market Monitoring,6,2024-01-14,2024-03-24,70.3,In Progress
1073095,104266,528850,Development,1,2024-04-29,2024-09-06,130.6,Completed
1073096,104266,528850,Submission Preparation,2,2024-09-06,2024-10-29,53.2,Completed
1073097,104266,528850,Regulatory Submission,3,2024-10-29,2024-11-11,13.1,Completed
1073098,104266,528850,Regulatory Review,4,2024-11-11,2025-01-25,75.7,Completed
1073099,104266,528850,Approval,5,2025-01-26,2025-02-12,17.5,Completed
1073100,104266,528850,Post-Market Monitoring,6,2025-02-13,2025-04-21,67.3,Completed
1073101,101205,528851,Development,1,2023-09-12,2023-12-10,89.3,Completed
1073102,101205,528851,Submission Preparation,2,2023-12-10,2024-02-08,60.2,Completed
1073103,101205,528851,Regulatory Submission,3,2024-02-08,2024-02-12,4.4,Completed
1073104,101205,528851,Regulatory Review,4,2024-02-12,2024-04-18,66.1,Completed
1073105,101205,528851,Approval,5,2024-04-19,2024-05-06,17.0,In Progress
1073106,101205,528851,Post-Market Monitoring,6,2024-05-06,2024-08-04,90.0,In Progress
1073107,106964,528852,Development,1,2023-01-16,2023-06-04,139.8,Completed
1073108,106964,528852,Submission Preparation,2,2023-06-04,2023-07-27,53.2,Completed
1073109,106964,528852,Regulatory Submission,3,2023-07-28,2023-08-04,7.6,Completed
1073110,106964,528852,Regulatory Review,4,2023-08-04,2023-11-06,94.0,Completed
1073111,106964,528852,Approval,5,2023-11-06,2023-11-22,16.1,In Progress
1073112,106964,528852,Post-Market Monitoring,6,2023-11-22,2024-02-18,88.2,In Progress
1073113,100963,528853,Development,1,2024-06-04,2024-11-15,164.9,Completed
1073114,100963,528853,Submission Preparation,2,2024-11-15,2024-12-27,42.9,Completed
1073115,100963,528853,Regulatory Submission,3,2024-12-28,2025-01-15,18.7,Completed
1073116,100963,528853,Regulatory Review,4,2025-01-16,2025-02-24,39.9,Completed
1073117,100963,528853,Approval,5,2025-02-25,2025-03-12,15.2,Completed
1073118,100963,528853,Post-Market Monitoring,6,2025-03-12,2025-05-04,53.8,Completed
1073119,106912,528854,Development,1,2023-02-10,2023-06-11,121.8,Completed
1073120,106912,528854,Submission Preparation,2,2023-06-11,2023-08-03,53.2,Completed
1073121,106912,528854,Regulatory Submission,3,2023-08-04,2023-08-13,9.1,Completed
1073122,106912,528854,Regulatory Review,4,2023-08-13,2023-08-30,17.5,Completed
1073123,106912,528854,Approval,5,2023-08-30,2023-09-15,16.2,Completed
1073124,106912,528854,Post-Market Monitoring,6,2023-09-15,2023-11-30,76.0,Completed
1073125,104926,528855,Development,1,2023-08-10,2023-11-01,83.9,Completed
1073126,104926,528855,Submission Preparation,2,2023-11-01,2023-12-16,45.6,Completed
1073127,104926,528855,Regulatory Submission,3,2023-12-17,2023-12-27,10.0,Completed
1073128,104926,528855,Regulatory Review,4,2023-12-27,2024-04-04,99.2,Completed
1073129,104926,528855,Approval,5,2024-04-04,2024-04-17,13.4,Completed
1073130,104926,528855,Post-Market Monitoring,6,2024-04-18,2024-08-07,111.9,Completed
1073131,101982,528856,Development,1,2023-06-19,2023-09-30,103.3,Completed
1073132,101982,528856,Submission Preparation,2,2023-09-30,2023-11-19,50.6,Completed
1073133,101982,528856,Regulatory Submission,3,2023-11-19,2023-11-22,3.6,Completed
1073134,101982,528856,Regulatory Review,4,2023-11-23,2024-01-30,68.5,Completed
1073135,101982,528856,Approval,5,2024-01-31,2024-02-15,15.1,In Progress
1073136,101982,528856,Post-Market Monitoring,6,2024-02-15,2024-05-07,82.6,In Progress
1073137,113877,528857,Development,1,2022-02-03,2022-05-29,115.6,Completed
1073138,113877,528857,Submission Preparation,2,2022-05-29,2022-07-18,50.8,Completed
1073139,113877,528857,Regulatory Submission,3,2022-07-19,2022-08-03,15.3,Completed
1073140,113877,528857,Regulatory Review,4,2022-08-03,2022-10-01,59.8,Completed
1073141,113877,528857,Approval,5,2022-10-02,2022-10-30,28.4,In Progress
1073142,113877,528857,Post-Market Monitoring,6,2022-10-30,2023-02-16,109.0,In Progress
1073143,106951,528858,Development,1,2024-03-26,2024-08-08,135.2,Completed
1073144,106951,528858,Submission Preparation,2,2024-08-08,2024-09-27,50.5,Completed
1073145,106951,528858,Regulatory Submission,3,2024-09-27,2024-10-10,13.1,Completed
1073146,106951,528858,Regulatory Review,4,2024-10-10,2024-12-19,70.2,Completed
1073147,106951,528858,Approval,5,2024-12-20,2025-01-04,15.5,In Progress
1073148,106951,528858,Post-Market Monitoring,6,2025-01-04,2025-05-12,128.5,In Progress
1073149,109647,528859,Development,1,2023-07-09,2023-10-12,95.5,Completed
1073150,109647,528859,Submission Preparation,2,2023-10-12,2023-12-11,60.3,Completed
1073151,109647,528859,Regulatory Submission,3,2023-12-11,2023-12-28,17.0,Completed
1073152,109647,528859,Regulatory Review,4,2023-12-28,2024-02-07,41.1,Completed
1073153,109647,528859,Approval,5,2024-02-07,2024-02-23,16.9,Completed
1073154,109647,528859,Post-Market Monitoring,6,2024-02-24,2024-06-10,107.2,Completed
1073155,109619,528860,Development,1,2024-07-25,2024-12-27,155.8,Completed
1073156,109619,528860,Submission Preparation,2,2024-12-27,2025-02-12,47.6,Completed
1073157,109619,528860,Regulatory Submission,3,2025-02-13,2025-02-23,10.0,Completed
1073158,109619,528860,Regulatory Review,4,2025-02-23,2025-05-21,87.5,Completed
1073159,109619,528860,Approval,5,2025-05-21,2025-06-08,18.5,Completed
1073160,109619,528860,Post-Market Monitoring,6,2025-06-09,2025-09-03,86.5,Completed
1073161,113254,528861,Development,1,2022-12-13,2023-05-12,150.7,Completed
1073162,113254,528861,Submission Preparation,2,2023-05-12,2023-06-04,23.4,Completed
1073163,113254,528861,Regulatory Submission,3,2023-06-05,2023-06-08,3.0,Completed
1073164,113254,528861,Regulatory Review,4,2023-06-08,2023-07-18,40.2,Completed
1073165,113254,528861,Approval,5,2023-07-18,2023-08-06,19.5,Completed
1073166,113254,528861,Post-Market Monitoring,6,2023-08-06,2023-09-25,50.2,Completed
1073167,110409,528862,Development,1,2023-06-11,2023-10-11,122.3,Completed
1073168,110409,528862,Submission Preparation,2,2023-10-11,2023-11-30,50.9,Completed
1073169,110409,528862,Regulatory Submission,3,2023-12-01,2023-12-09,8.8,Completed
1073170,110409,528862,Regulatory Review,4,2023-12-10,2024-01-07,28.2,Completed
1073171,110409,528862,Approval,5,2024-01-07,2024-01-18,11.4,In Progress
1073172,110409,528862,Post-Market Monitoring,6,2024-01-18,2024-03-25,67.9,In Progress
1073173,104186,528863,Development,1,2023-01-25,2023-06-03,129.5,Completed
1073174,104186,528863,Submission Preparation,2,2023-06-03,2023-07-19,46.6,Completed
1073175,104186,528863,Regulatory Submission,3,2023-07-20,2023-07-24,4.9,Completed
1073176,104186,528863,Regulatory Review,4,2023-07-25,2023-09-29,66.2,Completed
1073177,104186,528863,Approval,5,2023-09-29,2023-10-03,4.0,Completed
1073178,104186,528863,Post-Market Monitoring,6,2023-10-03,2023-12-29,87.7,Completed
1073179,113390,528864,Development,1,2023-08-21,2023-11-13,84.3,Completed
1073180,113390,528864,Submission Preparation,2,2023-11-13,2023-12-02,19.1,Completed
1073181,113390,528864,Regulatory Submission,3,2023-12-02,2023-12-12,10.1,Completed
1073182,113390,528864,Regulatory Review,4,2023-12-12,2024-02-26,76.6,Completed
1073183,113390,528864,Approval,5,2024-02-27,2024-03-04,6.4,Completed
1073184,113390,528864,Post-Market Monitoring,6,2024-03-04,2024-06-28,116.0,Completed
1073185,112448,528865,Development,1,2022-04-06,2022-07-23,108.5,Completed
1073186,112448,528865,Submission Preparation,2,2022-07-23,2022-09-12,51.6,Completed
1073187,112448,528865,Regulatory Submission,3,2022-09-13,2022-09-25,12.4,Completed
1073188,112448,528865,Regulatory Review,4,2022-09-25,2022-12-26,92.8,Completed
1073189,112448,528865,Approval,5,2022-12-27,2023-01-12,16.1,Completed
1073190,112448,528865,Post-Market Monitoring,6,2023-01-12,2023-03-10,57.7,Completed
1073191,110842,528866,Development,1,2024-03-09,2024-08-01,145.8,Completed
1073192,110842,528866,Submission Preparation,2,2024-08-01,2024-09-18,48.5,Completed
1073193,110842,528866,Regulatory Submission,3,2024-09-19,2024-10-03,14.4,Completed
1073194,110842,528866,Regulatory Review,4,2024-10-03,2024-12-11,69.7,Completed
1073195,110842,528866,Approval,5,2024-12-12,2024-12-26,14.9,In Progress
1073196,110842,528866,Post-Market Monitoring,6,2024-12-27,2025-04-11,105.8,In Progress
1073197,102325,528867,Development,1,2024-08-13,2025-01-03,143.2,Completed
1073198,102325,528867,Submission Preparation,2,2025-01-03,2025-02-20,48.6,Completed
1073199,102325,528867,Regulatory Submission,3,2025-02-20,2025-03-02,10.7,Completed
1073200,102325,528867,Regulatory Review,4,2025-03-03,2025-07-03,122.5,Completed
1073201,102325,528867,Approval,5,2025-07-04,2025-07-13,9.3,In Progress
1073202,102325,528867,Post-Market Monitoring,6,2025-07-13,2025-08-25,43.8,In Progress
1073203,108009,528868,Development,1,2022-12-24,2023-03-27,93.0,Completed
1073204,108009,528868,Submission Preparation,2,2023-03-27,2023-05-10,44.8,Completed
1073205,108009,528868,Regulatory Submission,3,2023-05-10,2023-05-21,11.0,Completed
1073206,108009,528868,Regulatory Review,4,2023-05-21,2023-07-26,66.5,Completed
1073207,108009,528868,Approval,5,2023-07-27,2023-08-10,14.7,In Progress
1073208,108009,528868,Post-Market Monitoring,6,2023-08-11,2023-11-23,104.8,In Progress
1073209,114714,528869,Development,1,2024-01-31,2024-06-06,127.3,Completed
1073210,114714,528869,Submission Preparation,2,2024-06-06,2024-07-15,39.4,Completed
1073211,114714,528869,Regulatory Submission,3,2024-07-15,2024-08-03,19.8,Completed
1073212,114714,528869,Regulatory Review,4,2024-08-04,2024-10-29,86.8,Completed
1073213,114714,528869,Approval,5,2024-10-30,2024-11-14,15.7,Completed
1073214,114714,528869,Post-Market Monitoring,6,2024-11-15,2025-02-15,92.3,Completed
1073215,104488,528870,Development,1,2022-08-30,2022-11-17,79.6,Completed
1073216,104488,528870,Submission Preparation,2,2022-11-17,2023-01-05,49.3,Completed
1073217,104488,528870,Regulatory Submission,3,2023-01-05,2023-01-16,11.1,Completed
1073218,104488,528870,Regulatory Review,4,2023-01-16,2023-03-28,71.5,Completed
1073219,104488,528870,Approval,5,2023-03-29,2023-04-12,14.7,In Progress
1073220,104488,528870,Post-Market Monitoring,6,2023-04-13,2023-08-01,110.7,In Progress
1073221,113467,528871,Development,1,2022-04-17,2022-09-11,147.9,Completed
1073222,113467,528871,Submission Preparation,2,2022-09-11,2022-11-21,71.9,Completed
1073223,113467,528871,Regulatory Submission,3,2022-11-22,2022-12-02,10.1,Completed
1073224,113467,528871,Regulatory Review,4,2022-12-02,2023-02-02,62.1,Completed
1073225,113467,528871,Approval,5,2023-02-03,2023-02-14,11.5,In Progress
1073226,113467,528871,Post-Market Monitoring,6,2023-02-14,2023-05-19,94.6,In Progress
1073227,107000,528872,Development,1,2024-02-03,2024-06-12,130.3,Completed
1073228,107000,528872,Submission Preparation,2,2024-06-12,2024-07-22,40.6,Completed
1073229,107000,528872,Regulatory Submission,3,2024-07-22,2024-08-07,16.6,Completed
1073230,107000,528872,Regulatory Review,4,2024-08-08,2024-10-06,59.9,Completed
1073231,107000,528872,Approval,5,2024-10-07,2024-10-16,9.0,Completed
1073232,107000,528872,Post-Market Monitoring,6,2024-10-16,2025-02-13,120.7,Completed
1073233,107844,528873,Development,1,2022-05-03,2022-09-01,121.9,Completed
1073234,107844,528873,Submission Preparation,2,2022-09-01,2022-09-15,14.4,Completed
1073235,107844,528873,Regulatory Submission,3,2022-09-16,2022-09-25,9.4,Completed
1073236,107844,528873,Regulatory Review,4,2022-09-25,2022-11-26,62.0,Completed
1073237,107844,528873,Approval,5,2022-11-26,2022-12-10,14.6,Completed
1073238,107844,528873,Post-Market Monitoring,6,2022-12-11,2023-03-29,108.5,Completed
1073239,114632,528874,Development,1,2023-05-13,2023-10-02,142.9,Completed
1073240,114632,528874,Submission Preparation,2,2023-10-02,2023-11-19,48.0,Completed
1073241,114632,528874,Regulatory Submission,3,2023-11-19,2023-12-04,15.5,Completed
1073242,114632,528874,Regulatory Review,4,2023-12-05,2024-01-23,49.6,Completed
1073243,114632,528874,Approval,5,2024-01-24,2024-02-01,8.3,In Progress
1073244,114632,528874,Post-Market Monitoring,6,2024-02-01,2024-04-05,64.0,In Progress
1073245,104332,528875,Development,1,2024-09-07,2025-01-03,118.2,Completed
1073246,104332,528875,Submission Preparation,2,2025-01-03,2025-02-17,45.8,Completed
1073247,104332,528875,Regulatory Submission,3,2025-02-18,2025-03-02,12.4,Completed
1073248,104332,528875,Regulatory Review,4,2025-03-02,2025-06-06,96.0,Completed
